project,change_id,patchset_count,old_patchset,new_patchset,old_message_clean,new_message_clean
libreoffice,core~205599,11,2,3,"tdf#172113 sw ms import: IsBidiPortion IsUsedToCalcLineSpacingHeight

Pure RTL text is just an SwTextFrame,
but I guess if there is anything 'different' in the paragraph
then it becomes a multi-portion SwBidiPortion.

That should be treated the same as normal text
in terms of determing the line-spacing gap.

The unit test didn't work.
What I see as one page is considered two in the unit test,
and even a Scheduler::ProcessEventsToIdle() didn't solve that.

SAFETY FACTOR: very safe
It only affects MS_WORD_LINE_SPACING","tdf#172169 sw ms import: IsBidiPortion IsUsedToCalcLineSpacingHeight

Pure RTL text is just an SwTextFrame,
but I guess if there is anything 'different' in the paragraph
then it becomes a multi-portion SwBidiPortion.

Those should be treated the same as normal text
in terms of determing the line-spacing gap.

ODT is rather dump here.
It bases the line spacing on the first bidi portion only.

SAFETY FACTOR: very safe
It only affects MS_WORD_LINE_SPACING

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_linespacingBidi"
libreoffice,core~205599,11,3,4,"tdf#172169 sw ms import: IsBidiPortion IsUsedToCalcLineSpacingHeight

Pure RTL text is just an SwTextFrame,
but I guess if there is anything 'different' in the paragraph
then it becomes a multi-portion SwBidiPortion.

Those should be treated the same as normal text
in terms of determing the line-spacing gap.

ODT is rather dump here.
It bases the line spacing on the first bidi portion only.

SAFETY FACTOR: very safe
It only affects MS_WORD_LINE_SPACING

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_linespacingBidi","tdf#172169 sw ms import: IsBidiPortion IsUsedToCalcLineSpacingHeight

Pure RTL text is just an SwTextFrame,
but I guess if there is anything 'different' in the paragraph
then it becomes a multi-portion SwBidiPortion.

Those should be treated the same as normal text
in terms of determing the line-spacing gap.

Legacy ODT is rather dumb here.
It bases the line spacing on the first bidi portion only.

SAFETY FACTOR: very safe
It fixes MS formats and only affects new documents.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_linespacingBidi"
libreoffice,core~205599,11,4,5,"tdf#172169 sw ms import: IsBidiPortion IsUsedToCalcLineSpacingHeight

Pure RTL text is just an SwTextFrame,
but I guess if there is anything 'different' in the paragraph
then it becomes a multi-portion SwBidiPortion.

Those should be treated the same as normal text
in terms of determing the line-spacing gap.

Legacy ODT is rather dumb here.
It bases the line spacing on the first bidi portion only.

SAFETY FACTOR: very safe
It fixes MS formats and only affects new documents.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_linespacingBidi","tdf#172169 sw ms import: IsMultiPortion IsUsedToCalcLineSpacingHeight

Pure RTL text is just an SwTextFrame,
but I guess if there is anything 'different' in the paragraph
then it becomes a multi-portion SwBidiPortion.

Interestingly, rotated text should be treated the same as normal text
in terms of determing the line-spacing gap (according to MS Word).
It doesn't seem very smart to do so IMHO, but it is consistent at least.

And it looks like MS Word probably does this with Combining characters
and Rubys as well.

So then these should all be treated the same as normal text
in terms of determing the line-spacing gap.

SAFETY FACTOR: very safe
It fixes MS formats and only affects new documents.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_linespacingBidi

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_linespacingDoubleLineText

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_linespacingVerticalText"
libreoffice,core~205599,11,5,6,"tdf#172169 sw ms import: IsMultiPortion IsUsedToCalcLineSpacingHeight

Pure RTL text is just an SwTextFrame,
but I guess if there is anything 'different' in the paragraph
then it becomes a multi-portion SwBidiPortion.

Interestingly, rotated text should be treated the same as normal text
in terms of determing the line-spacing gap (according to MS Word).
It doesn't seem very smart to do so IMHO, but it is consistent at least.

And it looks like MS Word probably does this with Combining characters
and Rubys as well.

So then these should all be treated the same as normal text
in terms of determing the line-spacing gap.

SAFETY FACTOR: very safe
It fixes MS formats and only affects new documents.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_linespacingBidi

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_linespacingDoubleLineText

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_linespacingVerticalText","tdf#172169 sw ms import: IsMultiPortion IsUsedToCalcLineSpacingHeight

Pure RTL text is just an SwTextPortion,
but I guess if there is anything 'different' in the paragraph
then it becomes a multi-portion SwBidiPortion.
So clearly SwBidiPortions ought to inform the line-specing gap.

Interestingly, rotated text should be treated the same as normal text
in terms of determining the line-spacing gap (according to MS Word).
It seems a bit odd to do so IMHO, but it is consistent at least.

Although our double-line Asian layout is not that closely aligned
to how Microsoft implements it, MS Word clearly does define
the line-spacing gap based on the height of double-lined text.

I assume that this applies to Rubies as well
(where again our implementation seems rather different from MS Word).

So then these should all be treated the same as normal text
in terms of determing the line-spacing gap.

SAFETY FACTOR: very safe
It fixes MS formats and only affects new documents.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_linespacingBidi

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_linespacingDoubleLineText

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_linespacingVerticalText"
libreoffice,core~205568,13,4,5,"tdf#172113 sw import: InsertPortion max for LineSpacingBaseHeight

Follow-up from the similar previous patch.

This fixes a 7.1 regression from
commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2
affecting both LO and MSO formats.

The problem occurred when a non-LineSpacingBaseHeight
was already as tall or taller than a following
otherwise-tallest LineSpacingBaseHeight,
resulting in inconsistent line spacing.

I'm not sure what situations the CalcLine
sitatuation wouldn't catch
(and it is hard to identify since portions are
just being built here).
But for completeness and copy/pasta value,
the same fix is applied here.","tdf#172169 sw import: InsertPortion max for LineSpacingBaseHeight

Follow-up from the similar previous patch.

This fixes a 7.1 regression from
commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2
affecting both LO and MSO formats.

The problem occurred when a non-LineSpacingBaseHeight
was already as tall or taller than a following
otherwise-tallest LineSpacingBaseHeight,
resulting in inconsistent line spacing.

I'm not sure what situations the CalcLine
sitatuation wouldn't catch
(and it is hard to identify since portions are
just being built here).
But for completeness and copy/pasta value,
the same fix is applied here."
libreoffice,core~205568,13,6,7,"tdf#172169 sw import: InsertPortion max for LineSpacingBaseHeight

Follow-up from the similar previous patch.

This fixes a 7.1 regression from
commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2
affecting both LO and MSO formats.

The problem occurred when a non-LineSpacingBaseHeight
was already as tall or taller than a following
otherwise-tallest LineSpacingBaseHeight,
resulting in inconsistent line spacing.

I'm not sure what situations the CalcLine
sitatuation wouldn't catch
(and it is hard to identify since portions are
just being built here).
But for completeness and copy/pasta value,
the same fix is applied here.","tdf#172169 sw line spacing: InsertPortion max for LineSpacingBaseHeight

Follow-up from the similar previous patch.

This fixes a 7.1 regression from
commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2
affecting both LO and MSO formats.

The problem occurred when a non-LineSpacingBaseHeight
was already as tall or taller than a following
otherwise-tallest LineSpacingBaseHeight,
resulting in inconsistent line spacing.

I'm not sure what situations the CalcLine
sitatuation wouldn't catch
(and it is hard to identify since portions are
just being built here).
But for completeness and copy/pasta value,
the same fix is applied here."
libreoffice,core~205568,13,7,8,"tdf#172169 sw line spacing: InsertPortion max for LineSpacingBaseHeight

Follow-up from the similar previous patch.

This fixes a 7.1 regression from
commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2
affecting both LO and MSO formats.

The problem occurred when a non-LineSpacingBaseHeight
was already as tall or taller than a following
otherwise-tallest LineSpacingBaseHeight,
resulting in inconsistent line spacing.

I'm not sure what situations the CalcLine
sitatuation wouldn't catch
(and it is hard to identify since portions are
just being built here).
But for completeness and copy/pasta value,
the same fix is applied here.","tdf#172169 sw line spacing: InsertPortion max for LineSpacingBaseHeight

Follow-up from the similar previous patch.

This fixes a 7.1 regression from
commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2
affecting both LO and MSO formats.

The problem occurred when a non-LineSpacingBaseHeight
was already as tall or taller than a following
otherwise-tallest LineSpacingBaseHeight,
resulting in inconsistent line spacing.

I'm not sure what situations the previous patch's
CalcLine fix wouldn't catch
(and it is hard to identify since portions are
just being built here - so the entire line is not yet known).
But for completeness and copy/pasta value,
the same fix is applied here."
libreoffice,core~205457,16,2,3,"tdf#172113 sw: calc max for LineSpacingBaseHeight

This fixes a 7.1 regression from
commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2

The problem occurred when a non-LineSpacingBaseHeight
was already as tall or taller than the new
otherwise-tallest LineSpacingBaseHeight,
resulting in inconsistent line spacing.","tdf#172113 sw: calc max for LineSpacingBaseHeight

This fixes a 7.1 regression from
commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2

The problem occurred when a non-LineSpacingBaseHeight
was already as tall or taller than the new
otherwise-tallest LineSpacingBaseHeight,
resulting in inconsistent line spacing.

I also took the opportunity to rename things.

I assume this calcLine handles the vast majority
of the issues. Some bTmpDummy stuff
might require it in insertPortion
for a few limited cases.
In any case, it is good to copy/pasta this
in all similar situations where there is a conditional set."
libreoffice,core~205457,16,4,5,"tdf#172113 sw: calc max for LineSpacingBaseHeight

This fixes a 7.1 regression from
commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2

The problem occurred when a non-LineSpacingBaseHeight
was already as tall or taller than the new
otherwise-tallest LineSpacingBaseHeight,
resulting in inconsistent line spacing.

I also took the opportunity to rename things.

I assume this calcLine handles the vast majority
of the issues. Some bTmpDummy stuff
might require it in insertPortion
for a few limited cases.
In any case, it is good to copy/pasta this
in all similar situations where there is a conditional set.","tdf#172113 sw import: calc max for LineSpacingBaseHeight

This fixes a 7.1 regression from
commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2
affecting both LO and MSO formats.

The problem occurred when a non-LineSpacingBaseHeight
was already as tall or taller than a following
otherwise-tallest LineSpacingBaseHeight,
resulting in inconsistent line spacing.

I also took the opportunity to rename things.

A similar situation exists in InsertPortion,
but I'll handle that in a separate patch.
I'm not certain it REALLY matters there,
although it is always good to set a good coding pattern.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172113_linespacingSecondPortion"
libreoffice,core~205457,16,6,7,"tdf#172113 sw import: calc max for LineSpacingBaseHeight

This fixes a 7.1 regression from
commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2
affecting both LO and MSO formats.

The problem occurred when a non-LineSpacingBaseHeight
was already as tall or taller than a following
otherwise-tallest LineSpacingBaseHeight,
resulting in inconsistent line spacing.

I also took the opportunity to rename things.

A similar situation exists in InsertPortion,
but I'll handle that in a separate patch.
I'm not certain it REALLY matters there,
although it is always good to set a good coding pattern.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172113_linespacingSecondPortion","tdf#172113 sw import: calc max for LineSpacingBaseHeight

This fixes a 7.1 regression from
commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2
affecting both LO and MSO formats.

The problem occurred when a non-LineSpacingBaseHeight
was already as tall or taller than a following
otherwise-tallest LineSpacingBaseHeight,
resulting in inconsistent line spacing.

I also took the opportunity to rename things.

A similar situation exists in InsertPortion,
but I'll handle that in a separate patch.
I'm not certain it REALLY matters there,
although it is always good to set a good coding pattern.

SAFETY FACTOR: safe - consider it a regression fix.
It affects since 7.1 ODT documents, but it is a bug fix.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172113_linespacingSecondPortion"
libreoffice,core~205457,16,7,8,"tdf#172113 sw import: calc max for LineSpacingBaseHeight

This fixes a 7.1 regression from
commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2
affecting both LO and MSO formats.

The problem occurred when a non-LineSpacingBaseHeight
was already as tall or taller than a following
otherwise-tallest LineSpacingBaseHeight,
resulting in inconsistent line spacing.

I also took the opportunity to rename things.

A similar situation exists in InsertPortion,
but I'll handle that in a separate patch.
I'm not certain it REALLY matters there,
although it is always good to set a good coding pattern.

SAFETY FACTOR: safe - consider it a regression fix.
It affects since 7.1 ODT documents, but it is a bug fix.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172113_linespacingSecondPortion","tdf#172169 sw import: calc max for LineSpacingBaseHeight

This fixes a 7.1 regression from
commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2
affecting both LO and MSO formats.

The problem occurred when a non-LineSpacingBaseHeight
was already as tall or taller than a following
otherwise-tallest LineSpacingBaseHeight,
resulting in inconsistent line spacing.

I also took the opportunity to rename things.

A similar situation exists in InsertPortion,
but I'll handle that in a separate patch.
I'm not certain it REALLY matters there,
although it is always good to set a good coding pattern.

SAFETY FACTOR: unsafe, but necessary
Consider it a regression fix. as it could affect since 7.1 ODT.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_linespacingSecondPortion"
libreoffice,core~205457,16,8,9,"tdf#172169 sw import: calc max for LineSpacingBaseHeight

This fixes a 7.1 regression from
commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2
affecting both LO and MSO formats.

The problem occurred when a non-LineSpacingBaseHeight
was already as tall or taller than a following
otherwise-tallest LineSpacingBaseHeight,
resulting in inconsistent line spacing.

I also took the opportunity to rename things.

A similar situation exists in InsertPortion,
but I'll handle that in a separate patch.
I'm not certain it REALLY matters there,
although it is always good to set a good coding pattern.

SAFETY FACTOR: unsafe, but necessary
Consider it a regression fix. as it could affect since 7.1 ODT.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_linespacingSecondPortion","tdf#172169 sw import: CalcLine max for LineSpacingBaseHeight

This fixes a 7.1 regression from
commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2
affecting both LO and MSO formats.

The problem occurred when a non-LineSpacingBaseHeight
was already as tall or taller than a following
otherwise-tallest LineSpacingBaseHeight,
resulting in inconsistent line spacing.

I also took the opportunity to rename things.

A similar situation exists in InsertPortion,
but I'll handle that in a separate patch.
I'm not certain it REALLY matters there,
although it is always good to set a good coding pattern.

SAFETY FACTOR: unsafe, but necessary
Consider it a regression fix. as it could affect since 7.1 ODT.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_linespacingSecondPortion"
libreoffice,core~205457,16,9,10,"tdf#172169 sw import: CalcLine max for LineSpacingBaseHeight

This fixes a 7.1 regression from
commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2
affecting both LO and MSO formats.

The problem occurred when a non-LineSpacingBaseHeight
was already as tall or taller than a following
otherwise-tallest LineSpacingBaseHeight,
resulting in inconsistent line spacing.

I also took the opportunity to rename things.

A similar situation exists in InsertPortion,
but I'll handle that in a separate patch.
I'm not certain it REALLY matters there,
although it is always good to set a good coding pattern.

SAFETY FACTOR: unsafe, but necessary
Consider it a regression fix. as it could affect since 7.1 ODT.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_linespacingSecondPortion","tdf#172169 sw line spacing: CalcLine max for LineSpacingBaseHeight

This fixes a 7.1 regression from
commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2
affecting both LO and MSO formats.

The problem occurred when a non-LineSpacingBaseHeight
was already as tall or taller than a following
otherwise-tallest LineSpacingBaseHeight,
resulting in inconsistent line spacing.

I also took the opportunity to rename things.

A similar situation exists in InsertPortion,
but I'll handle that in a separate patch.
I'm not certain it REALLY matters there,
although it is always good to set a good coding pattern.

SAFETY FACTOR: unsafe, but necessary
Consider it a regression fix, as it could affect ODT since 7.1.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_linespacingSecondPortion"
libreoffice,core~205456,15,2,3,"tdf#172169 sw: portion IsUsedToCalcLineSpacingHeight

This fixes a LO 7.1 regression
from commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2
which caused intra-paragraph line-spacing calculations
to ignore the size of non-plain-text content.

Specifically broken for both ODT and Microsoft formats
were things like fields, content controls, and FieldMarkCheckboxes.

I took some liberties to NOT revert everything that was 'broken',
because some bits now match how Microsoft handles line spacing.
So take the 5-year-old accidental win on those
and turn the native LO implementation into an interoperable one.

So the things I change are 'revert to previous behaviour'
and the things I leave in are 'accept the current behaviour'.
There is no 'correct behaviour' because there were no
compatibility flags involved earlier.

Things that LO 7.1 accidentally fixed in terms of Microsoft content
were Tabstops, Hidden text, and Footnote/Endnote markers.","tdf#172169 sw: portion IsUsedToCalcLineSpacingHeight

This fixes a LO 7.1 regression
from commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2
which caused intra-paragraph line-spacing calculations
to ignore the size of non-plain-text content.

Specifically broken for both ODT and Microsoft formats
were things like fields, content controls, and FieldMarkCheckboxes.

Things that LO 7.1 accidentally fixed in terms of Microsoft content
were Tabstops, Hidden text, and Footnote/Endnote markers.

At this point I decided not to fix any ODT 'regressions'
because some bits now match how Microsoft handles line spacing.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_linespacingHeight"
libreoffice,core~205456,15,3,4,"tdf#172169 sw: portion IsUsedToCalcLineSpacingHeight

This fixes a LO 7.1 regression
from commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2
which caused intra-paragraph line-spacing calculations
to ignore the size of non-plain-text content.

Specifically broken for both ODT and Microsoft formats
were things like fields, content controls, and FieldMarkCheckboxes.

Things that LO 7.1 accidentally fixed in terms of Microsoft content
were Tabstops, Hidden text, and Footnote/Endnote markers.

At this point I decided not to fix any ODT 'regressions'
because some bits now match how Microsoft handles line spacing.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_linespacingHeight","tdf#172169 sw ms import: line portion IsUsedToCalcLineSpacingHeight

This fixes a LO 7.1 regression
from commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2
which caused intra-paragraph line-spacing calculations
to ignore the size of non-plain-text content.

Specifically broken for both ODT and Microsoft formats
were things like fields, content controls, and FieldMarkCheckboxes.

Things that it accidentally fixed in terms of Microsoft interop
were Tabstops, Hidden text, and Footnote/Endnote markers.

At this point I decided not to fix any ODT 'regressions'
because some bits now match how Microsoft handles line spacing
and there isn't a clean way to use compatibility settings.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_intraLinespacing"
libreoffice,core~205456,15,5,6,"tdf#172169 sw ms import: line portion IsUsedToCalcLineSpacingHeight

This fixes a LO 7.1 regression
from commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2
which caused intra-paragraph line-spacing calculations
to ignore the size of non-plain-text content.

Specifically broken for both ODT and Microsoft formats
were things like fields, content controls, and FieldMarkCheckboxes.

Things that it accidentally fixed in terms of Microsoft interop
were Tabstops, Hidden text, and Footnote/Endnote markers.

At this point I decided not to fix any ODT 'regressions'
because some bits now match how Microsoft handles line spacing
and there isn't a clean way to use compatibility settings.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_intraLinespacing","tdf#172169 sw ms import: line portion IsUsedToCalcLineSpacingHeight

Most of this patch is just No-Functional-Change cleanup/renaming.
The only change is the new function IsUsedToCalcLineSpacingHeight.

This fixes (only for MS formats) a LO 7.1 regression
from commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2
which caused intra-paragraph line-spacing calculations
to ignore the size of non-plain-text content.

Specifically broken for both ODT and Microsoft formats
were things like fields, content controls, and FieldMarkCheckboxes.

Things that it accidentally fixed in terms of Microsoft interop
were Tabstops, Hidden text, and Footnote/Endnote markers.

At this point I decided not to fix any ODT 'regressions'
because some bits now match how Microsoft handles line spacing
and there isn't a clean way to use compatibility settings.

SAFETY FACTOR: Very safe
It only affects MS formats (assuming replacement compat flag)

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_intraLinespacing"
libreoffice,core~205456,15,6,7,"tdf#172169 sw ms import: line portion IsUsedToCalcLineSpacingHeight

Most of this patch is just No-Functional-Change cleanup/renaming.
The only change is the new function IsUsedToCalcLineSpacingHeight.

This fixes (only for MS formats) a LO 7.1 regression
from commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2
which caused intra-paragraph line-spacing calculations
to ignore the size of non-plain-text content.

Specifically broken for both ODT and Microsoft formats
were things like fields, content controls, and FieldMarkCheckboxes.

Things that it accidentally fixed in terms of Microsoft interop
were Tabstops, Hidden text, and Footnote/Endnote markers.

At this point I decided not to fix any ODT 'regressions'
because some bits now match how Microsoft handles line spacing
and there isn't a clean way to use compatibility settings.

SAFETY FACTOR: Very safe
It only affects MS formats (assuming replacement compat flag)

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_intraLinespacing","tdf#172169 sw ms import: line portion IsUsedToCalcLineSpacingHeight

Most of this patch is just No-Functional-Change cleanup/renaming.
The only change is the new function IsUsedToCalcLineSpacingHeight.

This fixes (only for MS formats) a LO 7.1 regression
from commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2
which caused intra-paragraph line-spacing calculations
to ignore the size of non-plain-text content.

Specifically broken for both ODT and Microsoft formats
were things like fields, content controls, and FieldMarkCheckboxes.

Things that it accidentally fixed in terms of Microsoft interop
were Tabstops, Hidden text, and Footnote/Endnote markers.

At this point I decided not to revert anything ODT related
because some bits now match how Microsoft handles line spacing
and there isn't a clean way to use compatibility settings.
The new way is actually better (although still not consistent).

SAFETY FACTOR: Very safe
It only affects MS formats (assuming replacement compat flag)

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_intraLinespacing"
libreoffice,core~205456,15,7,8,"tdf#172169 sw ms import: line portion IsUsedToCalcLineSpacingHeight

Most of this patch is just No-Functional-Change cleanup/renaming.
The only change is the new function IsUsedToCalcLineSpacingHeight.

This fixes (only for MS formats) a LO 7.1 regression
from commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2
which caused intra-paragraph line-spacing calculations
to ignore the size of non-plain-text content.

Specifically broken for both ODT and Microsoft formats
were things like fields, content controls, and FieldMarkCheckboxes.

Things that it accidentally fixed in terms of Microsoft interop
were Tabstops, Hidden text, and Footnote/Endnote markers.

At this point I decided not to revert anything ODT related
because some bits now match how Microsoft handles line spacing
and there isn't a clean way to use compatibility settings.
The new way is actually better (although still not consistent).

SAFETY FACTOR: Very safe
It only affects MS formats (assuming replacement compat flag)

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_intraLinespacing","tdf#172169 sw ms import: line portion IsUsedToCalcLineSpacingHeight

Most of this patch is just No-Functional-Change cleanup/renaming.
The only change is the new function IsUsedToCalcLineSpacingHeight.

This fixes (only for non-ODF formats and new documents)
a LO 7.1 regression from
commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2
which caused intra-paragraph line-spacing calculations
to ignore the size of non-plain-text content.

Specifically broken for both ODT and Microsoft formats
were things like fields, content controls, and FieldMarkCheckboxes.

Things that it accidentally fixed in terms of Microsoft interop
were Tabstops, Hidden text, and Footnote/Endnote markers.

SAFETY FACTOR: Very safe
It fixes MS formats - and doesn't affect previous ODT files.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_intraLinespacing"
libreoffice,core~205456,15,8,9,"tdf#172169 sw ms import: line portion IsUsedToCalcLineSpacingHeight

Most of this patch is just No-Functional-Change cleanup/renaming.
The only change is the new function IsUsedToCalcLineSpacingHeight.

This fixes (only for non-ODF formats and new documents)
a LO 7.1 regression from
commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2
which caused intra-paragraph line-spacing calculations
to ignore the size of non-plain-text content.

Specifically broken for both ODT and Microsoft formats
were things like fields, content controls, and FieldMarkCheckboxes.

Things that it accidentally fixed in terms of Microsoft interop
were Tabstops, Hidden text, and Footnote/Endnote markers.

SAFETY FACTOR: Very safe
It fixes MS formats - and doesn't affect previous ODT files.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_intraLinespacing","tdf#172169 sw ms import: line portion IsUsedToCalcLineSpacingHeight

Most of this patch is just No-Functional-Change cleanup/renaming.
The only change is the new function IsUsedToCalcLineSpacingHeight.

This fixes (only for non-ODF formats and new documents)
a LO 7.1 regression from
commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2
which caused intra-paragraph line-spacing calculations
to ignore the size of most non-plain-text content.

Specifically broken for both ODT and Microsoft formats
were things like fields, content controls, and FieldMarkCheckboxes.

But that 'regression' also had some 'good' results.
Things that it accidentally fixed (in terms of Microsoft interop)
were Tabstops, Hidden text, and Footnote/Endnote markers.

SAFETY FACTOR: Very safe
It fixes MS formats - and doesn't affect previous ODT files.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_intraLinespacing"
libreoffice,core~205456,15,9,10,"tdf#172169 sw ms import: line portion IsUsedToCalcLineSpacingHeight

Most of this patch is just No-Functional-Change cleanup/renaming.
The only change is the new function IsUsedToCalcLineSpacingHeight.

This fixes (only for non-ODF formats and new documents)
a LO 7.1 regression from
commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2
which caused intra-paragraph line-spacing calculations
to ignore the size of most non-plain-text content.

Specifically broken for both ODT and Microsoft formats
were things like fields, content controls, and FieldMarkCheckboxes.

But that 'regression' also had some 'good' results.
Things that it accidentally fixed (in terms of Microsoft interop)
were Tabstops, Hidden text, and Footnote/Endnote markers.

SAFETY FACTOR: Very safe
It fixes MS formats - and doesn't affect previous ODT files.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_intraLinespacing","tdf#172169 sw ms import: line portion IsUsedToCalcLineSpacingHeight

Most of this patch is just No-Functional-Change cleanup/renaming.
The only change is the new function IsUsedToCalcLineSpacingHeight.

This fixes (only for non-ODF formats and new documents)
a LO 7.1 regression from
commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2
which caused intra-paragraph line-spacing calculations
to ignore the size of most non-plain-text content.

Specifically broken for both ODT and Microsoft formats
were things like fields, content controls, and FieldMarkCheckboxes.

But that 'regression' also had some 'good' results.
Things that it accidentally fixed (in terms of Microsoft interop)
were Tabstops, Hidden text, and Footnote/Endnote markers.

P.S. No attempt was made to 'fix' regressed ODT files.

SAFETY FACTOR: Very safe
It fixes MS formats - and doesn't affect previous ODT files.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_intraLinespacing"
